리뷰,rep,index,Processing
피크닉을 즐기는 곳은 아니다,2,74,"['피크닉', '즐기다', '곳', '은', '아니다']"
"2면이상 뚫린 텐트설치가능
싸온음식 취식가능
인원에비해 주차장 다소협소",0,75,"['면', '뚫리다', '텐트', '설치', '가능', '\r\n', '싸', '오다', '음식', '취', '식', '가능', '\r\n', '인원', '비다', '주차장', '협소']"
주말에 산책하기 좋아요.,0,76,"['주말', '산책', '하다', '좋다']"
"넓고 경치좋고, 잘 정비되어있는 한강공원입니다.",1,76,"['넓다', '경치', '좋다', '자다', '정비', '되어다', '한강', '공원', '이다']"
주차장은 일요일에 무료개방입니다.,2,76,"['주차장', '은', '일요일', '무료', '개방', '이다']"
"저녁먹은 후 걷기운동하러 갔는데
걷는길 옆의 나무들이 모두 가을옷으로 갈아입었다",0,77,"['저녁', '먹다', '후', '걷기', '운동', '하다', '가다', '\r\n', '걷다', '옆', '나무', '가을', '옷', '갈아입다']"
"운동하니 기분좋고
가을옷 갈아입은 나무들 좋고
기분 짱
최고 입니다",1,77,"['운동', '하다', '기분', '좋다', '\r\n', '가을', '옷', '갈아입다', '나무', '좋다', '\r\n', '기분', '짱', '\r\n', '최고', '이다']"
수질도 좋고  분위기도  좋고  사용도 편리합니다.,0,78,"['수질', '도', '좋다', '분위기', '도', '좋다', '사용', '도', '편리하다']"
다만  주차장이  협소하여  걸어서나  대중교통으로  오시면  좋습니다.,1,78,"['주차장', '협소하', '걸다', '서나', '대중교통', '오시', '면', '좋다']"
가족단위로 놀러가기 좋음.,0,79,"['가족', '단', '위로', '놀다', '가기', '좋다']"
매시간 15분 쉬는 시간이 있고 점심시간은 40분정도 풀장에 못들어감,1,79,"['매시간', '15분', '쉬다', '점심시간', '은', '40분', '정도', '풀', '장', '못', '들어가다']"
시원한그늘이좀더있으면좋을것같은대 ^.^,0,80,"['시원하다', '그늘', '좀더', '좋다', '^.^']"
화장실화만분....,1,80,"['화장실', '화만', '분', '....']"
"맑은 공기, 여유로운 잔디밭, 꿀맛같은 편의점 라면과 더불어 날이 좋으면 인생 노을도 곧잘 만날 수 있는 곳",0,81,"['맑은', '공기', '여유', '로운', '잔디밭', '꿀맛', '편의점', '라면', '더불다', '날', '좋다', '인생', '노을', '도', '곧잘', '만날', '수', '곳']"
수영장도 괜찮지만 매점의 음식이 비싸지않아서 좋다.,0,82,"['수영장', '도', '괜찮다', '매점', '음식', '비싸다', '않다', '좋다']"
아이들이 오뎅에 떡볶이를 맛있다고 잘먹더라구요 ~,1,82,"['오뎅', '떡볶이', '맛있다', '잘', '먹다']"
"역시 한국이 정말 좋은나라.발전하는
노력하는 국가임에 제가한국인임이
자랑스럽습니다",0,83,"['역시', '한국', '정말', '좋다', '은나라', '발전', '하다', '\r\n', '노력', '하다', '국가', '임', '한국인', '임', '\r\n', '자랑스럽다']"
"공원에 뿌듯함도있지만 작은거의
디테일에 찬사를보냅니다",1,83,"['공원', '뿌듯하다', '작다', '\r\n', '디테일', '찬사', '보내다']"
광나루  공원  아이들놀이터 걷기 드론날리기 장소까지  즐거운 곳놀이터아가들 체력단련 놀이터 가 있어요,0,84,"['광나루', '공원', '놀이터', '걷기', '드론', '날리다', '장소', '즐겁다', '곳', '놀이터', '아가', '체력', '달다', '놀이터', '가다']"
반려견 동반 환경강아지와 함께 걷기~피크닉 구역봄날 햇볕 좋은날  김밥에 과일 조금 해서 한강 구경가기  추천~,1,84,"['반려견', '동반', '환경', '강아지', '걷기', '피크닉', '구역', '봄날', '햇볕', '좋다', '날', '김밥', '과일', '하다', '한강', '구경', '가기', '추천']"
맘충들과 초딩이 득실대는곳,0,85,"['맘충', '초딩', '득실대다', '곳']"
자전거 라이딩의 출발지.,0,86,"['자전거', '라이딩', '출발', '지']"
장거리가 부담스러우면 여기서 팔당까지 다녀오기 딱젛다.,1,86,"['장거리', '부담스럽다', '서', '당', '다녀오다', '딱젛다']"
차대놓고 굴다리 통과하면 자전거거리도 만날 수 있음,2,86,"['차', '대놓고', '굴다리', '통과', '하다', '자전거', '거리', '도', '만날', '수']"
울애기랑 주말마다 힐링하러가요 넘 행복한장소,0,87,"['울', '애기', '랑', '주말', '마다', '힐링', '하다', '넘다', '행복하다', '장소']"
한적하고 좋았어요,0,88,"['한적하다', '좋다']"
드론구경도하고 편의점도 앞에 있어서 맥주도 한잔할 수 있고,1,88,"['드론', '경도', '하고', '편의점', '도', '앞', '맥주', '도', '한잔', '하다', '수']"
암사나들목 한강공원 생태공원에서 만난 두꺼비,0,89,"['암', '나들목', '한강', '공원', '생태', '공원', '만난', '두꺼비']"
잘 되었다고 생각합니다,0,90,"['자다', '되어다', '생각', '하다']"
피크닉 구역시설이 적합하다고요~,1,90,"['피크닉', '구역', '시설', '적합하다']"
한강은 언제나 좋네요,0,91,"['한강', '은', '언제나', '좋다']"
자연미를 잘 살린 즐길 수 있는 한강공원이예요.,0,92,"['자연미', '자다', '살리다', '즐기다', '수', '한강', '공원', '예요']"
"깨끗하게 잘 관리된 한강 공원으로 테니스장, 축구장, 놀이터, 드론 비행장, 자전거 대여점 등등이 존재합니다.",0,93,"['깨끗하다', '자다', '관리', '되다', '한강', '공원', '테니스장', '축구장', '놀이터', '드론', '비행장', '자전거', '대여', '점', '존재', '하다']"
드럽고 드러워요 ..,0,94,"['드럽다', '드럽다', '..']"
가지마세요,1,94,"['가지', '말다']"
"자전거 타기의 성지, 대형자전거 유료 대여소부터 자전거 타기 공원까지 자전거 타고가도 되고, 없으면 대여소에서 빌려서 타도 됨.",0,95,"['자전거', '성지', '대형', '자전거', '유료', '대', '여소', '자전거', '공원', '자전거', '타', '고가도', '되다', '없다', '대', '여소', '빌리다', '타도', '되다']"
"드론교육장이 있고, 허가받은 드론비행장이
있어서  드론에 관심이 있는 분들에게 좋은 장소입니다.",0,96,"['드론', '교육', '장이', '허가', '받다', '드론', '비행', '장이', '\r\n', '드론', '관심', '분', '좋다', '장소', '이다']"
조용하니 산책하기 좋은 곳,0,97,"['조용하다', '산책', '하다', '좋다', '곳']"
수영장도 있고 드론공원도 있음,0,98,"['수영장', '도', '드론', '공원', '도']"
통닭을 사가서 뜯어 먹옷어요,0,99,"['통닭', '사가다', '뜯다', '먹다', '옷', '요']"
강과 하늘과 다리와 주변 환경이 잘 어우려져 쉬기에 좋은 곳입니다.,0,100,"['강', '하늘', '다리', '주변', '환경', '자다', '어우려져', '쉬다', '좋다', '곳', '이다']"
아이와 시간이 남아 다녀왔어요~,0,101,"['남아', '다녀오다']"
지나가다가 밴치가 있어서  쉬었다가 오는곳인데 햇빛을 가리는곳이 조금더 있었으면 하는게 아쉽네요,0,102,"['지나가다', '배다', '쉬다', '오는', '곳', '인데', '햇빛', '가리다', '곳', '더', '하다', '아쉽다']"
혹시  다둥이 카드 있으신 분들은  다둥이 카드만 가지고 오심 안되십니다^^,0,103,"['다', '둥이', '카드', '분', '은', '다', '둥이', '카드', '만', '가지', '고', '오심', '안되다', '^^']"
신분증  의료보험 카드나  주민등록증  다둥이 카드 준비 하셔야 한답니다,1,103,"['신분증', '의료', '보험', '카드', '주민', '등록증', '다', '둥이', '카드', '준비', '하다', '하다']"
혹카메라로  주마증을  찍어서 가심  담부터는 원본 서류 가져오라고 힌답니다,2,103,"['혹', '카메라', '주마', '증', '찍다', '가시다', '담', '부터는', '원본', '서류', '가져오다', '힌답니', '다']"
시시때때 모습을 달리하는 쉼터..특히 여름밤 에 시원하게 맥주한잔 할수 있는곳..,0,104,"['시', '시', '때때', '모습', '달리', '하다', '쉬다', '터', '..', '특히', '여름밤', '시원하다', '맥주', '한잔', '하다', '곳', '..']"
"코로나19로 시민들이 거리두기도잘지키고
예전보다는 스스로 대견할만큼 시민으식이
성숙합니다",0,105,"['코로나', '19', '시민', '거리', '두', '기도', '잘', '지키다', '\r\n', '예전', '보다는', '스스로', '대견하다', '시민', '으', '식이', '\r\n', '성숙하다']"
대한민국파이팅!,1,105,"['대한민국', '파이팅']"
자주 바람쐬러 가는곳인데  대부분 새벽시간대에  가는데 오늘은 저녁시간  8시30분쯤 다녀왔는데 코로나가 없는 때처럼 사람들이 꾀 많았어요 ^^;;,0,106,"['자주', '바람', '쐬다', '가다', '곳', '인데', '대부분', '새벽', '시간대', '가다', '오늘', '은', '저녁', '8시', '30분', '쯤', '다녀오다', '코로나', '없다', '처럼', '사람', '꾀', '많다', '^^;;']"
걸어서 한바퀴 돌고 집으로 왔어요ㅎㅎ,1,106,"['걸다', '한', '바퀴', '돌다', '집', '오다', 'ㅎㅎ']"
선선한 가을 바람과 높은 하늘을 만끽할 수 있는 공간.,0,107,"['선선', '한', '가을', '바람', '높다', '하늘', '만끽', '하다', '수', '공간']"
코로나의 흉흉함으로부터 탈출,1,107,"['코로나', '흉', '흉하다', '탈출']"
우선 사물함이 2000원인데 한번잠그고 다시열려면 다시 2000원 결제해야되고 아주 불편함 물도 지금기온이 높아서 수영장물이 뜨거움,0,108,"['사물함', '2000원', '인데', '한번', '잠그다', '다시', '열리다', '다시', '2000원', '결제', '하다', '고', '아주', '불편하다', '물', '도', '지금', '기온', '높다', '수영장', '물이', '뜨겁다', '움']"
비추천,1,108,"['비', '추천']"
사람이 많음...,0,109,"['사람', '많다']"
자전거도 많음..,1,109,"['자전거', '도', '많다', '..']"
"고라니도있음 @,@
곳곳에 놀이터와 쉴곳이많음",2,109,"['고라니', '도', '@,@', '\r\n', '곳곳', '놀이터', '쉬다', '곳', '많다']"
요즘날씨가 라이딩하고 산책하기 참 좋네요.,0,110,"['요즘', '날씨', '라이딩', '하고', '산책', '하다', '차다', '좋다']"
야경도 좋고 산책나가기 좋음.,0,111,"['야경', '도', '좋다', '산책', '나가다', '좋다']"
풀숲이 많아 밤에 여름에 모기가 많다,1,111,"['풀숲', '많다', '밤', '여름', '모기', '많다']"
애들 데리고 바람쐬기 좋음,0,112,"['애', '데리', '고', '바람', '쐬다', '좋다']"
다만 주차장이 넓지않아 일찍일찍 가는걸로,1,112,"['주차장', '넓다', '않다', '일찍', '일찍', '가다', '는걸']"
서울에서 신나게 날릴 수 있는 광나루비행연습장~^^,0,113,"['서울', '신나다', '날리다', '수', '광나루', '비행', '연습장', '~^^']"
넓고 산책하기 좋습니다.,0,114,"['넓다', '산책', '하다', '좋다']"
예전에 비해 수질이 많이 좋아진게 보이네요.,0,115,"['예전', '비다', '수질', '많이', '좋아지다', '보이다']"
스낵코너도 그럭저럭~,1,115,"['스낵코너', '도', '그럭저럭']"
새로 바뀐 놀이터가 너무 쾌적합니다,0,116,"['새롭다', '바뀌다', '놀이터', '너무', '쾌적하다']"
수심이 좀 낮구 놀이기구가 없어요..,0,117,"['수심', '낮다', '놀이기구', '없다', '..']"
그래두 재미는 있어요!,1,117,"['그렇다', '재미', '는']"
좋으네,0,118,['좋다']
요 강바람.각종 편의시설.가족들과 좋아요,1,118,"['요', '강바람', '편의', '시설', '가족', '좋다']"
너무좋아요...,0,119,"['너무', '좋다']"
"5,000원의행복입니다..",1,119,"['5,000원', '의행복입니다', '..']"
넓고 께끗하고 그늘막제공..,2,119,"['넓다', '께끗', '하고', '그늘', '막', '제공', '..']"
아이들과 간단히 물놀이 하기 좋아요.,0,120,"['간단하다', '물놀이', '하다', '좋다']"
유아용 놀이기구가 있어요.,1,120,"['유아', '용', '놀이기구']"
"생태보호구역을 강변으로
끼고 있어 자연환경이
좋습니다",0,121,"['생태', '보호', '구역', '강변', '\r\n', '끼', '고', '자연환경', '\r\n', '좋다']"
라이딩하기 좋은길이라 좋았어요.,0,122,"['라이딩', '하다', '좋다', '길이', '라', '좋다']"
주변도 이쁘네요,1,122,"['주변', '도', '이쁘다']"
다른 곳과 비교하면 한적하고 좋아요.,0,123,"['곳', '비교', '하다', '한적하다', '좋다']"
"잘 조성된  한강둔치
석양과 강변 야경이 멋진 곳",0,124,"['자다', '조성', '되다', '한강', '두다', '\r\n', '석양', '강변', '야경', '멋지다', '곳']"
여러 휴게시설과 운동시설이 잘 갖춰져 있음.,0,125,"['여러', '휴게', '시설', '운동', '시설', '자다', '갖추다']"
데이트 장소로도 제격임.,0,126,"['데이트', '장소', '도', '제격', '임']"
물론 그 외의 목적으로도 좋음,1,126,"['외', '목적', '으로도', '좋다']"
조용한 한강.,0,127,"['조용하다', '한강']"
반포 여의도와는 달리 편의시설 개발이 부족함.,1,127,"['반포', '여의도', '와는', '달리', '편의', '시설', '개발', '부족함']"
"서울의 한강
야경이 참 아름다운 곳",0,128,"['서울', '한강', '\r\n', '야경', '차다', '아름답다', '곳']"
애들이 좋아해요,0,129,"['애', '좋아하다']"
2019 드론 챌린지,0,130,"['2019', '드론', '채다', '린지']"
가족끼리   가볍게   산책하고   조깅하기에 좋아요,0,131,"['가족', '끼리', '가볍다', '산책', '하고', '조깅', '하다', '좋다']"
"음~좋아요
~",0,132,"['음', '좋다', '\r\n']"
이 근처에서 이만하게 놀 수 있는데가 없죠..,0,133,"['근처', '이만', '하다', '놀', '수', '없다', '..']"
무조건..일찍가야함..,1,133,"['무조건', '..', '일찍', '야하다', '..']"
조금은 일찍 주차를 하고 라이딩 하기에는  정알 좋은 곳이지만 메너 없는 사람들 때문에 오후에 차빼기에 에로사항 있음,0,134,"['은', '일찍', '주차', '하다', '라이딩', '하다', '정알', '좋다', '곳', '메너', '없다', '사람', '때문', '오후', '차', '빼기', '에로', '사항']"
"너무나 맛있고
면발이 찰지고 메밀향도 좋다.",0,135,"['너무나', '맛있다', '\r\n', '면발', '차다', '메밀', '향', '도', '좋다']"
여름 애들하고 물놀이 하기 좋아요.,0,136,"['여름', '애', '하고', '물놀이', '하다', '좋다']"
간단히 먹을거 준비하면 더 좋아요.,1,136,"['간단하다', '먹다', '준비', '하다', '더', '좋다']"
"푸른 나무와풀 멋있었고 걷기 운동하기에
좋았습니다",0,137,"['푸른', '나무', '풀', '멋있다', '걷기', '운동', '하다', '\r\n', '좋다']"
싸고 깨끗해요,0,138,"['싸다', '깨끗하다']"
비 많이 오는 날은 금지...,0,139,"['비', '많이', '오다', '날', '은', '금지']"
데이트코스 좋아요,1,139,"['데이트', '코스', '좋다']"
가족나들이로 최고네요,0,140,"['가족', '나들이', '최고', '요']"
"주민들의 휴식과 여가를 즐길수있으며
광진교 아래에서 가끔 음악공연을 합니다",0,141,"['주민', '휴식', '여가', '즐기다', '\r\n', '광진교', '아래', '가끔', '음악', '공연', '하다']"
아이들이 아주 즐겁게 놀수있는곳,0,142,"['아주', '즐겁다', '놀수', '곳']"
"항상 갈수 있는곳....화장실남녀 구별되 항상청결함..반려견 동반 환경짧게 깍은 잔뒤에 반려견이
좋아 합니다..",0,143,"['항상', '갈수', '곳', '....', '화장실', '남녀', '구별', '되다', '항상', '청결하다', '..', '반려견', '동반', '환경', '짧다', '깍', '은', '잔뒤', '반려견', '\r\n', '좋다', '하다', '..']"
피크닉 구역선남선녀 휴식 공간..,1,143,"['피크닉', '구역', '선남선녀', '휴식', '공간', '..']"
대이트하기가좋고 운동기구도많아서좋아요.,0,144,"['대', '트', '하다', '좋다', '운동', '기', '구도', '많다', '좋다']"
물도 깨끗하고 시원합니다.,0,145,"['물', '도', '깨끗하다', '시원하다']"
아이들이 놀기 좋습니다.,1,145,"['놀다', '좋다']"
햇볕이   굉장히  강합니다.,0,146,"['햇볕', '굉장하다', '강하다']"
저렴한 가격에 부담없이 놀 수 있음.,0,147,"['저렴하다', '가격', '부담', '없이', '놀', '수']"
저렴한 만큰 사람도 많음.,1,147,"['저렴하다', '만', '크다', '사람', '도', '많다']"
가족과 아늑하고 편하게 시간 보낼 수 있는곳,0,148,"['가족', '아늑하다', '편하다', '보내다', '수', '곳']"
밤 야경 좋아요,0,149,"['밤', '야경', '좋다']"
드론공원 생각보다 잘되어있네요,0,150,"['드론', '공원', '생각', '보다', '잘', '되어다']"
좋아요,1,150,['좋다']
코로나가 없어져서 빨리 드론공원이 오픈되었으면...,0,151,"['코로나', '없어지다', '빨리', '드론', '공원', '오픈', '되어다']"
서울의 자랑 한강 시민공원.,0,152,"['서울', '자랑', '한강', '시민', '공원']"
좋은 곳이나ᆢ손님 내리고 나가는 택시에게 주차비를 받으려는 것은 불쾌했어요,0,153,"['좋다', '곳', '이나', 'ᆢ', '손님', '내리다', '나가다', '택시', '주', '차비', '받다', '은', '불쾌하다']"
광나루를 언제가봣는지 모르겟...지만 한강은 좋음 매번,0,154,"['광나루', '봣', '늘다', '모르다', '한강', '은', '좋다']"
"시원하고, 사회작 격리 두기도 할 수 있는 장소라고 생각함!",0,155,"['시원하다', '사회', '작', '격리', '두기', '도', '하다', '수', '장소', '라고', '생각', '함']"
좋아요!,0,156,['좋다']
공원이 이쁘고 산책하기도 좋아요,1,156,"['공원', '이쁘다', '산책', '하다', '좋다']"
굿.,0,157,['굿']
코로나로 인해 운동 장소로서는 좋습니다,0,158,"['코로나', '인하다', '운동', '장소', '로서', '는', '좋다']"
밤에 운동삼아 산책삼아 갈만한 곳.,0,159,"['밤', '운동', '삼다', '산책', '삼다', '갈다', '한', '곳']"
걷기는  최고의  코스 경치도  끝내주는  길~,0,160,"['걷기', '는', '최고', '코스', '경치', '도', '끝내주다', '길']"
햇빛이 너무 강해 그늘막 많다고 하지만 사용하는 시민 입장에서는 태부족 합니다.,0,161,"['햇빛', '너무', '강하다', '그늘', '막', '많다', '사용', '하다', '시민', '입장', '에서는', '태', '부족', '하다']"
좋아하는 사람과 함께 걷는다는건 항상 행복,0,162,"['좋아하다', '사람과', '걷다', '항상', '행복']"
"자전거 도로도 깨끗~~
모든게 좋앗다",0,163,"['자전거', '도로', '도', '깨끗', '~~', '\r\n', '모든', '게', '좋다']"
전통적인 다리를 계속해서 아름답게 해주세요.,0,164,"['전통', '적', '인', '다리', '계속', '하다', '아름답다', '해주다']"
아이들을 데리고가서 자전거를 가르치기 좋은곳,0,165,"['데리다', '자전거', '가르치다', '좋다', '곳']"
좋기는 하지만 정치인들이 갈대군락지를 엎어버려서 갈대는 보기 어렵네요.,0,166,"['좋다', '기다', '정치인', '갈대', '군락', '지르다', '엎', '버리다', '갈대', '는', '보기', '어렵다']"
"일요일 낮에 방문
더웠지만 이처럼 가깝게 피크닉 갈곳도 없다",0,167,"['일요일', '낮', '방문', '\r\n', '덥다', '이처럼', '가깝다', '피크닉', '갈곳도', '없다']"
조용한 곳 지역주민이 이용하기 좋은곳,0,168,"['조용하다', '곳', '지역', '주민', '이용', '하다', '좋다', '곳']"
보통입니다,0,169,"['보통', '이다']"
몇번가보왔는데 그리썩 내키지는 음식이더라고요,1,169,"['몇번', '가보', '오다', '그리다', '썩', '내', '키', '지는', '음식', '덥다']"
자전거 모임 장소로 적합합니다,0,170,"['자전거', '모임', '장소', '적합하다']"
쉬는곳으로 최적 공간임,0,171,"['쉬다', '곳', '최적', '공간', '임']"
임파가 많음,1,171,"['임파', '많다']"
시원하고 경치도 맘에들어요,0,172,"['시원하다', '경치', '도', '맘', '들다']"
아주 좋아요,0,173,"['아주', '좋다']"
강바람에 기분이 좋았던 것 같아요 ^^,0,174,"['강바람', '기분', '좋다', '^^']"
여름에 가족들과 좋아요~,0,175,"['여름', '가족', '좋다']"
모기 겁나 많음.,0,176,"['모기', '겁나다', '많다']"
사람도 겁나 많음.,1,176,"['사람', '도', '겁나다', '많다']"
차도 많음,2,176,"['차도', '많다']"
운동하기 좋은 곳,0,177,"['운동', '하다', '좋다', '곳']"
아이들 놀기에 정말 좋음,0,178,"['놀다', '정말', '좋다']"
여름 추천,1,178,"['여름', '추천']"
"드론공원, 자전거 도로, 산책로가 좋지만 주차공간이 부족합니다.",0,179,"['드론', '공원', '자전거', '도로', '산책로', '좋다', '주차공간', '부족하다']"
조용함 바로앞 걸어다니기좋음,0,180,"['조용하다', '앞', '걸다', '좋다']"
가성비 좋으나 물 높이가 너무 낮음,0,181,"['가성', '비', '좋다', '물', '높이', '너무', '낮다']"
라이딩을 위한 편의점이 인상적인 라이딩 기점,0,182,"['라이딩', '위', '한', '편의점', '인상', '적', '인', '라이딩', '기점']"
팔당 넘어가기 전 마지막 편의점이 있는 곳,0,183,"['파다', '넘어가다', '전', '마지막', '편의점', '곳']"
구리 및 잠실까지 걷기 좋은 강변 공원,0,184,"['구리', '잠실', '걷기', '좋다', '강변', '공원']"
여유롭게 시간을 보내기 좋습니다.,0,185,"['여유롭다', '보내다', '좋다']"
산책하기 무난함  단 편의점하고 거리는 먼편임,0,186,"['산책', '하다', '무난', '함', '단', '편의점', '하고', '거리', '는', '멀다', '편임']"
상태도 더욱 좋아지고 있는 한강시민공원,0,187,"['상태', '도', '더욱', '좋아지다', '한강', '시민', '공원']"
집앞 공원 산책하기 좋음,0,188,"['집앞', '공원', '산책', '하다', '좋다']"
벌레가 많아 힘들었지만 재미있었다.,0,189,"['벌레', '많다', '힘들다', '재미있다']"
다른 한강 수영장에 비해서는 인파가 적습니다.,0,190,"['한강', '수영장', '비', '하다', '인파', '적다']"
아침산책하기 좋아요,0,191,"['아침', '산책', '하다', '좋다']"
소원성취,0,192,"['소원', '성취']"
테니스장 클레이바닥이 학교 흙운동장수준..,0,193,"['테니스장', '클레이', '바닥', '학교', '흙', '운동장', '수준', '..']"
항상 운동 하는곳^^반려견 동반 환경반려견 의 대소변 을 잘 치우는 의식 있는 시민이 되셨으면 합니다^^,0,194,"['항상', '운동', '하다', '곳', '^^', '반려견', '동반', '환경', '반려견', '대', '소변', '자다', '치우다', '의식', '시민', '되다', '하다', '^^']"
이채로운 모습이 좋았어요,0,195,"['이채', '로운', '모습', '좋다']"
가격은 비싸졌지만 코트상태 양호합니다,0,196,"['가격', '은', '비싸다', '코트', '상태', '양호', '하다']"
조용하고 바람 쏘이기 좋습니다,0,197,"['조용하다', '바람', '쏘이다', '좋다']"
좋아요~^^,0,198,"['좋다', '~^^']"
한적하니 가볍게 피크닉하기 좋아요,0,199,"['한적하다', '가볍다', '피크닉', '하다', '좋다']"
어른 어린이 같이 즐길수있음,0,200,"['어른', '어린이', '즐기다']"
산책데이트하기 좋아요,0,201,"['산책', '데이트', '하다', '좋다']"
시민들에게 너무 좋은 휴식처.,0,202,"['시민', '너무', '좋다', '휴식', '처']"
저녁에 산책하기촣아요,0,203,"['저녁', '산책', '하다', '촣', '요']"
가족단위로 지내기 좋습니다,0,204,"['가족', '단', '위로', '지내다', '좋다']"
워커힐호텔이 주변의 야경이 너무 아름다워요,0,205,"['워커힐', '호텔', '주변', '야경', '너무', '아름답다']"
주차할 장소가 협소하네요.,0,206,"['주차', '하다', '장소', '협', '소하', '요']"
행사중입니다,0,207,"['행사', '중', '이다']"
서울국제 드론레이스 월드컵,1,207,"['서울', '국제', '드론', '레이스', '월드컵']"
낙엽 바스락바스락 걷기 참 좋아요,0,208,"['낙엽', '바스락바스락', '걷기', '차다', '좋다']"
수영장도 좋구~ 공원도 좋다~,0,209,"['수영장', '도', '좋다', '공원', '도', '좋다']"
늘 최고로 기분좋은 장소.,0,210,"['늘', '최고', '기분', '좋다', '장소']"
지인들과 휠링하고왔네요,0,211,"['지인', '휠링', '하고', '오다']"
오랜만에 방문했는데 ..,0,212,"['오랜', '만', '방문', '하다', '..']"
좋았습니다~~,1,212,"['좋다', '~~']"
주차하기 힘들지만 좋음,0,213,"['주차', '하다', '힘들다', '좋다']"
엔진기는 못 날립니다. ㅋ,0,214,"['엔진', '기다', '못', '날리다', 'ㅋ']"
"가족나들이 적소, 주차료 저렴",0,215,"['가족', '나들이', '적다', '주차', '료', '저렴']"
광나루한강공원 수영장,0,216,"['광나루', '한강', '공원', '수영장']"
가슴  기구가 새로 왔어요👍👍…,0,217,"['가슴', '기구', '새롭다', '오다', '👍👍']"
조깅 산책 라이딩에 좋은 장소,0,218,"['조깅', '산책', '라이딩', '좋다', '장소']"
참좋아요,0,219,"['차다', '좋다']"
고라니도노닐고,1,219,"['고라니', '도', '노닐', '고']"
늙어서도 가려구요 ㅋㅋㅋㅋ,0,220,"['늙다', '가다', 'ㅋㅋㅋㅋ']"
산책하기 너무 좋은곳,0,221,"['산책', '하다', '너무', '좋다', '곳']"
강변 산책...힐링의 기본,0,222,"['강변', '산책', '힐링', '기본']"
좋아요!^^,0,223,"['좋다', '!^^']"
참 깨끗깨끗,0,224,"['차다', '깨끗깨끗']"
운동하기 좋아요,0,225,"['운동', '하다', '좋다']"
갈때마다 힐링되는 기분,0,226,"['갈다', '마다', '힐링', '되다', '기분']"
가족이나 연인들산책코스및운동코스로!,0,227,"['가족', '이나', '연인', '산책', '코스', '운동', '코스']"
매일 운동하러 가는곳,0,228,"['매일', '운동', '하다', '가다', '곳']"
자전거 타기 좋은 공원,0,229,"['자전거', '좋다', '공원']"
좋아요,0,230,['좋다']
산책하기 걷기,1,230,"['산책', '하다', '걷기']"
더 좋은 한강공원 많다...,0,231,"['더', '좋다', '한강', '공원', '많다']"
자연에 가까워 지는곳,0,232,"['자연', '가깝다', '지다', '곳']"
산책하기 좋아요^^,0,233,"['산책', '하다', '좋다', '^^']"
드론 비행장소오 괜찮습니다.,0,234,"['드론', '비행장', '소', '괜찮다']"
자전거 타기 좋음,0,235,"['자전거', '좋다']"
수영장 좋아요~,0,236,"['수영장', '좋다']"
너무좋아요,0,237,"['너무', '좋다']"
아낀다 아껴,0,238,"['아끼다', '아끼다']"
넓어서 좋아요,0,239,"['넓다', '좋다']"
아주 좋아요.,0,240,"['아주', '좋다']"
너무이쁜곳,0,241,"['너무', '이쁘다', '곳']"
자전거타고 바람쐤습니다.,0,242,"['자전거', '타고', '바람', '쐤습', '니', '다']"
한강 한강 한강놀이터놀이터는 크고좋은데 주차장이멀고 자리가 거의없다.,0,243,"['한강', '한강', '한강', '놀이터', '놀이터', '는', '크다', '좋다', '주차', '장이', '멀다', '자리', '없다']"
겨우 차를대고 한참걸어가야한다.,1,243,"['차', '대고', '한참', '걸어가다', '하다']"
화장실놀이터옆에 깨끗한화장실이있어 참좋다,2,243,"['화장실', '놀이터', '옆', '깨끗하다', '화장실', '차다', '좋다']"
바람쐬기 좋은곳,0,244,"['바람', '쐬다', '좋다', '곳']"
너무좋았어요,0,245,"['너무', '좋다']"
드론공원 최고~,0,246,"['드론', '공원', '최고']"
한강.,0,247,['한강']
그 자체면 끄~읕,1,247,"['자체', '면', '끄다', '읕']"
자전거 체육인의 성지,0,248,"['자전거', '체육', '인', '성지']"
물이깨끗한지의문,0,249,"['물이', '깨끗하다', '의문']"
괘적한공원입니다,0,250,"['괘', '적', '한', '공원', '이다']"
굿굿 놀기 좋음!!!,0,251,"['굿굿', '놀다', '좋다', '!!!']"
걍 잠깐 짬네서 쉴곳,0,252,"['걍', '짬', '서', '쉬다', '곳']"
경치 좋아요~~,0,253,"['경치', '좋다', '~~']"
굿,0,254,['굿']
좋아요,0,255,['좋다']
깨끗함,1,255,['깨끗하다']
여유를 주는 곳,0,256,"['여유', '주다', '곳']"
아이가 좋아합니다,0,257,['좋아하다']
좋습니다,0,258,['좋다']
풀이 너무많다,0,259,"['풀이', '너무', '많다']"
좋아요!!,0,260,"['좋다', '!!']"
한적하니,1,260,['한적하다']
좋아요,0,261,['좋다']
애들 놀기,1,261,"['애', '놀다']"
분위기 좋아요,0,262,"['분위기', '좋다']"
깨끗해요.,0,263,['깨끗하다']
시원해요.,0,264,['시원하다']
좋네요..,0,265,"['좋다', '..']"
자전거 인증 거침,0,266,"['자전거', '인증', '거치다']"
서비스 조치 암,0,267,"['서비스', '조치', '암']"
지나갔음..ㅋ,0,268,"['지나가다', '..', 'ㅋ']"
"사람 많음
괜찮음",0,269,"['사람', '많다', '\r\n', '괜찮다']"
한강치맥 굿,0,270,"['한강', '치맥', '굿']"
좋아요,0,271,['좋다']
최고,0,272,['최고']
아주 좋아!,0,273,"['아주', '좋다']"
