리뷰,rep,index,Processing
앉을때 앖음...,6,61,"['앉다', '앖음']"
없다보니 계속 돌아다님 ...,7,61,"['없다', '보다', '계속', '돌아다니다']"
걸음..,8,61,"['걸음', '..']"
발아픔..,9,61,"['발', '아픔', '..']"
다리아픔...,10,61,"['다리', '아픔']"
칼로리소모...,11,61,"['칼로리', '소모']"
운동... 다욧,12,61,"['운동', '다', '욧']"
개꿀??인정??,13,61,"['개꿀', '??', '인정', '??']"
노인정 너무 힘들엇다구 ㅠㅠ다음에 날 좋을때 봐요 락페 ㅠㅠ 아 참고로 나무 큰거 하나 있으면 그밑에 자리 잡는거 추천 위에 가지에 우산 큰거 달고 아래 돗자리깔고 의자 깔고 저녁추움대비를 위한 옷챙기고 오늘 고수 봄 ㅋㅋ,14,61,"['노', '인정', '너무', '힘들다', 'ㅠㅠ', '날', '좋다', '보다', '락페', 'ㅠㅠ', '참고', '나무', '크다', '밑', '자리', '잡다', '추천', '위', '가지', '우산', '크다', '달', '고', '아래', '돗자리', '깔다', '의자', '깔다', '저녁', '추움', '대비', '위', '한', '옷', '챙기다', '오늘', '고수', '봄', 'ㅋㅋ']"
정리정돈이 잘된 깨끗한 공원 사계절 꽃피고,0,62,"['정리정돈', '잘', '되다', '깨끗하다', '공원', '사계절', '꽃', '피고']"
한강변 나들이.,0,63,"['한', '강변', '나들이']"
라이브음악도 있고...좋습니다.,1,63,"['라이브', '음악', '도', '좋다']"
깨끗하고 넓어요.,0,64,"['깨끗하다', '넓다']"
예전만큼은 아니지만 편의점 끓여먹는라면 맛있어요,1,64,"['예전', '만큼은', '아니다', '편의점', '끓이다', '먹다', '맛있다']"
자전거 타고 획 지나갑습닏ㄱㄴ,0,65,"['자전거', '타고', '획', '지나가다', '습닏', 'ㄱㄴ']"
오프루트페스트 통해 방문했어요,0,66,"['오프', '루트', '페스트', '통해', '방문', '하다']"
힙합페스티발 열리기에 최고의 장소입니다,1,66,"['힙합', '페스티발', '열리다', '최고', '장소', '이다']"
멋진 공연에 좋은 장소 열일하는 스탭들...,2,66,"['멋지다', '공연', '좋다', '장소', '열', '는', '스탭들']"
티켓값이 안아까움👍…,3,66,"['티켓', '값', '안다', '움', '👍']"
기분 좋게 많이 걸을 수 있어서 좋습니다,0,67,"['기분', '좋다', '많이', '걸', '수', '좋다']"
편하고 산책하기좋인요 특히 세쾨이아나무 산책로가 좋습니다,0,68,"['편하다', '산책', '하다', '좋다', '특히', '세', '쾨', '나무', '산책로', '좋다']"
사진찍기좋은 포인트입니다,1,68,"['사진', '찍기', '좋다', '포인트', '이다']"
좋은데 뚜벅이들은 교통편이 너무안좋아서 힘들더라구요ㅜㅜ,0,69,"['좋다', '뚜벅', '들다', '교통', '편이', '너무', '안좋다', '힘들다', 'ㅜㅜ']"
평일 김밥 사가서 먹기 좋은 곳,0,70,"['평일', '김밥', '사가다', '먹기', '좋다', '곳']"
"캠핑, 바베큐와 낮술, 한강보며 명상, 자전거타기, 연날리기, 잔디밭에 돗자리 깔고 낮잠, 요트타기, 윈드서핑 등을 즐길 수 있는 멋진 장소",0,71,"['캠핑', '바베큐', '낮술', '한', '강보', '며', '명상', '자전거타기', '연날리기', '잔디밭', '돗자리', '깔다', '낮잠', '요트', '윈드서핑', '즐기다', '수', '멋지다', '장소']"
억새밭과 강가 조용힘과 새들의 맑은 소리가 들리는 곳이네요,0,72,"['억', '새', '밭', '강가', '좋다', '힘', '새', '맑은', '소리', '들리다', '곳', '이네', '요']"
겨울빼고 다 좋은곳 사진찍기도 좋은곳,0,73,"['겨울', '빼다', '다', '좋다', '곳', '사진', '찍기', '도', '좋다', '곳']"
"좀 멀긴해도 가족끼리와서 놀기좋은 공간, 휴식하기 좋은공간..",0,74,"['멀다', '해도', '가족', '끼리', '서다', '놀다', '좋다', '공간', '휴식', '하다', '좋다', '공간', '..']"
화장실도 깨끗하고 풀냄새도 나고..,1,74,"['화장실', '도', '깨끗하다', '풀', '냄새', '도', '나다', '..']"
요즘이 딱 좋음,2,74,"['요즘', '좋다']"
강바람 시원~ 풍력발전도 해요.,0,75,"['강바람', '시원', '풍력발전', '도', '해', '요']"
"난지야구장, 난지캠핑장 야외 수영장, 하늘공원까지 세트로 경험 가능",1,75,"['난', '지', '야구장', '난', '지', '캠핑장', '야외', '수영장', '하늘', '공원', '세트', '경험', '가능']"
자연의 꽃도많고 사람들이 자전거잘탄다고 칭찬도 해줘서 기분도 좋았습니다,0,76,"['자연', '꽃', '도', '많다', '사람', '자전거', '잘', '칭찬', '도', '해주다', '기분', '도', '좋다']"
서울 도심에서 한적한 공원을 원하시는 분은 강추! 단.난지캠핑장 근처는 엄청 시끄럽습니다,0,77,"['서울', '도심', '한적하다', '공원', '원하다', '분', '은', '강추', '단', '난', '지', '캠핑장', '근처', '는', '엄청', '시끄럽다']"
자연을 가까이 접할 수 있으나 간간이 악취가 나네요.,0,78,"['자연', '가까이', '접', '하다', '수', '간간이', '악취', '나다']"
자전거 타거나 산책하기 좋다.,0,79,"['자전거', '산책', '하다', '좋다']"
겨울엔 엄청 추움.,1,79,"['겨울', '엔', '엄청', '추움']"
"좋은 분위기의 공원, 공연있을때마다 활기차고 좋은 곳!",0,80,"['좋다', '분위기', '공원', '공연', '마다', '활기차다', '좋다', '곳']"
페스티발을 보고왔어요,0,81,"['페스티발', '보고오다']"
주말 여유롭게 한강즐기기 좋은 곳,0,82,"['주말', '여유롭다', '한강', '즐기다', '좋다', '곳']"
한강공원은 다녀,0,83,"['한강', '공원', '은', '다니다']"
갈수록 *이득!!!,1,83,"['갈수록', '이득', '!!!']"
코스모스는 늘 피어있는듯~ 겨울만 빼고,2,83,"['코스모스', '는', '늘', '피다', '겨울', '만', '빼다']"
멀리 강건너 시원합니다,0,84,"['멀리', '강', '건너', '시원하다']"
가족단위로 나들이하기 좋아요..,0,85,"['가족', '단', '위로', '나들이', '하다', '좋다', '..']"
사람도 많이 없고 좋아요,0,86,"['사람', '도', '많이', '없다', '좋다']"
돗자리펴고 놀기 너무 좋았어요,0,87,"['돗자리', '펴다', '놀다', '너무', '좋다']"
"아이들과 뛰어놀기 좋다 그늘막텐트,돗자리등 나무아래 깔고 독서,게임등 하면좋습니다",0,88,"['뛰어놀다', '좋다', '그늘', '막', '텐트', '돗자리', '나무', '아래', '깔다', '독서', '게임', '하다', '좋다']"
간단한 간식거리 싸오셔도되고요~,1,88,"['간단하다', '간식', '거리', '싸', '오다', '되다']"
"자전거,퀵보드,캐치볼 이런거하기고 좋아요",2,88,"['자전거', '퀵', '보드', '캐치', '볼', '이렇다', '하다', '좋다']"
넓고 쾌적해서 좋다,3,88,"['넓다', '쾌적하다', '좋다']"
"다만 주말에늦게오면 주차장자리, 나무아래 자리가없다 참고하시길~~ 그리고  무료로 개방하시오 주차비 빼주세요!",4,88,"['주말', '늦다', '주차장', '자리', '나무', '아래', '자리', '없다', '참고', '하다', '~~', '무료', '개방', '하다', '주', '차비', '빼다']"
가족과 함께 봄소풍 장소로 좋아요~,0,89,"['가족', '봄', '소풍', '장소', '좋다']"
좋은시설 저렴한비용!,0,90,"['좋다', '시설', '저렴하다', '비용']"
한강조망과 강바람을 맞으며 지내는 이곳은 최고입니다.,0,91,"['한', '강조', '망', '강바람', '맞다', '지내다', '곳', '은', '최고', '이다']"
그늘막 안에서의 달콤한 낮잠은 꿀맛입니다.,1,91,"['그늘', '막', '안', '에서의', '달콤하다', '낮잠', '은', '꿀맛', '이다']"
코로나로 마음대로 음식을 포장이든 배달이든 제대로 못하지만 그러면 어떤가요 그냥좋은걸 ㅎ 다들 바람쐬러 나오세요,2,91,"['코로나', '음식', '포장', '이든', '배달', '이든', '제대로', '못', '하다', '가요', '그냥', '좋다', 'ㅎ', '다', '들다', '바람', '쐬다', '나오다']"
여기말고도 한강은 다좋아요,3,91,"['말고도', '한강', '은', '다', '좋다']"
"평화롭고, 조용하고, 편리하다.",0,92,"['평화', '롭고', '조용하다', '편리하다']"
"유아, 어린이등 온 가족이 함께 휴식하고, 즐길 수 있다.",1,92,"['유아', '어린이', '온', '가족', '휴식', '하고', '즐기다', '수']"
"화장실도 깨끗하고, 공원도 잘 관리되고 있다.",2,92,"['화장실', '도', '깨끗하다', '공원', '도', '자다', '관리', '되다']"
"코로나 때문에 놀이터 등을 사용할 수 없지만, 넓은 잔디밭, 꽃밭, 깨끗한 개울, 연못 등이 있다,.",3,92,"['코로나', '때문', '놀이터', '사용', '하다', '수', '없다', '넓다', '잔디밭', '꽃밭', '깨끗하다', '개울', '연못', ',.']"
맹꽁이차도 운영한다.,4,92,"['맹꽁이', '차도', '운영', '하다']"
우리가 가질 수 있는 행복한 선물 같은 공원이다.,5,92,"['가지다', '수', '행복하다', '선물', '공원', '이다']"
골방에서 벗어나 누릴 수 있는 유일한 사치,0,93,"['골방', '벗어나다', '누리다', '수', '유일하다', '사치']"
그늘막 설치 시설이 매우 잘 되어 있고 이쁘다,0,94,"['그늘', '막', '설치', '시설', '매우', '자다', '되어다', '이쁘다']"
평일 너무  좋다 여유롭고 평화롭다,0,95,"['평일', '너무', '좋다', '여유', '롭고', '평화롭다']"
그린플러그드 렛츠락 썸데이 등등 각종 뮤직페스티벌의 성지,0,96,"['그린플러그드', '렛츠락', '썸데이', '뮤직페스티벌', '성지']"
서울에서 가장 자연적으로 편하게 쉴 수 있는 곳 자연보호,0,97,"['서울', '가장', '자연', '적', '편하다', '쉬다', '수', '곳', '자연보호']"
뒤로는 하늘공원을과 앞으로는 한강이 시원하게 보여서 너무 좋습니다~!,0,98,"['뒤', '로는', '하늘', '공원', '앞', '으로는', '한강', '시원하다', '보', '여서', '너무', '좋다', '~!']"
오타디움 진짜 최고였어요ㅠㅠ,0,99,"['타', '디움', '진짜', '최고', '이다', 'ㅠㅠ']"
자연속에서 음악과 하나되는 경험 최고입니다!,1,99,"['연속', '음악', '되다', '경험', '최고', '이다']"
뮤직페스티벌때문에 방문했다.,0,100,"['뮤직페스티벌', '때문', '방문', '하다']"
차를 안가지고가면 집에 못가는곳이다.,1,100,"['차', '안', '가다', '집', '못', '가다', '곳', '이다']"
술한잔하려고 차 놓고갔다가 버스기다리는데만 3시간 걸렸다.,2,100,"['술', '한', '자다', '차', '놓다', '가다', '버스', '기다리다', '3시간', '걸리다']"
지금 시기에는 모든것이 참!,0,101,"['지금', '시기', '에는', '모든', '차다']"
좋아요.,1,101,['좋다']
"우거진 숲, 귓가에 쨍쨍하개 들라는 매미 울음..",2,101,"['우', '거진', '숲', '귓가', '쨍쨍', '개', '들르다', '매미', '울음', '..']"
하지만 주의할 부분은 송충이가 참 많아요.,3,101,"['주의', '하다', '부분', '은', '송충이', '차다', '많다']"
청페 때문에 처음 가본!ㅎㅎㅎㅎ,0,102,"['청페', '때문', '처음', '가보다', 'ㅎㅎㅎㅎ']"
코로나 규칙도 거리유지하며 모두 잘 지키고 오랜만에 선선한 바람을 쏘이고 왔어요.,0,103,"['코로나', '규칙', '도', '거리', '유지', '며', '자다', '지키다', '오랜', '만', '선선', '한', '바람', '쏘이다', '오다']"
다른 한강공원보다 여유가 있어서 좋아요. ^^~,1,103,"['한강', '공원', '보다', '여유', '좋다', '^^~']"
좋은 날씨에 좋은 사람과 캠핑 음주 즐기기 아주 좋음.,0,104,"['좋다', '날씨', '좋다', '사람과', '캠핑', '음주', '즐기다', '아주', '좋다']"
한강바람이 적절한 날에가면 진짜 특히 새벽에 사람 없는 한강 에 반대편 도로엔 차들이 달리고 아경은 오지구 지리구 참 ...,1,104,"['한', '강바람', '적절하다', '날', '가면', '진짜', '특히', '새벽', '사람', '없다', '한강', '반대편', '도로', '엔', '차', '달리', '고', '경은', '지구', '지리다', '차다']"
좋다 하악하악...,2,104,"['좋다', '하악하악']"
접근성이.안좋음,0,105,"['접근성', '안좋다']"
교통 비추 걸어가면 30분 ㅠㅜ,1,105,"['교통', '비추다', '걸어가다', '30분', 'ㅠㅜ']"
월드컵경기장 산책하다가 넘어서 가곤하는데...강을 가장가까이 볼수있어서 좋고 넓은 잔디밭에 깨끗해서 너무 좋아요.,0,106,"['월드컵경기', '장', '산책', '하다', '넘어서다', '가다', '하다', '강', '가장', '가까이', '보다', '좋다', '넓다', '잔디밭', '깨끗하다', '너무', '좋다']"
바람막이 텐트치고싶은데..,1,106,"['바람막이', '텐트', '치고', '싶다', '..']"
텐트가 금지되서 아쉬워요.,2,106,"['텐트', '금지', '되다', '아쉽다']"
바람부는 날은 가지마세요.,3,106,"['바람', '불다', '날', '은', '가지', '말다']"
"산책하고 놀기에 좋은곳이지만, 대중교통으로 가기에는 너무나 헬인곳..",0,107,"['산책', '하고', '놀다', '좋다', '곳', '대중교통', '가기', '에는', '너무나', '헬인곳', '..']"
"버스타고 한참걸어가거나, 빨간버스타고 안으로 들어가야하는ㅠㅠ 그래도 다른 한강공원에 비해서 다양한 시설을 갖추고 있어서 좋다.",1,107,"['버스', '타고', '한참', '걸어가다', '빨갛다', '버스', '타고', '안', '들어가다', 'ㅠㅠ', '한강', '공원', '비', '하다', '다양하다', '시설', '갖추다', '좋다']"
어썸 뮤직 페스티벌 보러 다녀옴.,0,108,"['어썸', '뮤직', '페스티벌', '보다', '다녀오다']"
넓고 자리가 좋아서 잘봤는데 햇빛이 매우 강하니 양산 챙겨가세요,1,108,"['넓다', '자리', '좋다', '잘', '보다', '햇빛', '매우', '강하니', '양산', '챙기다']"
여긴 코로나만 괜찮아지믄 캠핑장에서 노지캠핑느낌으로 고기궈먹고 한강 감상 및 요트나 윈드서핑등 각종 레져 선수들 장비나 훈련 모습구경가능해요,0,109,"['여기다', '코로나', '만', '괜찮다', '믄', '캠핑장', '노지', '캠핑', '느낌', '고', '기', '궈', '먹다', '한강', '감상', '요트', '윈드서핑', '레져', '선수', '장비', '훈련', '모습', '구경', '가능하다']"
"텐트치고 한강에서 노는건 정말 포근한 느낌을주고, 아이들 자전거 서킷도 있고 흙장난할수있는 큰 흙놀이터도 구비되어있어요",1,109,"['텐트', '치고', '한강', '놓다', '정말', '포근하다', '느끼다', '자전거', '서킷', '도', '흙', '장', '난하다', '크다', '흙', '놀이터', '도', '구비', '되어다']"
공원규모가 꽤크니 주차시 즐기실 용도에 맞추어서 근처에 주차하심을 추천드려요,2,109,"['공', '원', '규모', '꽤', '크다', '주차', '시', '즐기다', '용도', '맞추다', '근처', '주차', '심', '추천', '드리다']"
난지천  공원어서본 월드컵 대교,0,110,"['난지천', '공원', '서', '보다', '월드컵', '대교']"
한강공원은 늘 좋지만 난지 공원은 난지만의 널찍한 느낌이 좋다.,0,111,"['한강', '공원', '은', '늘', '좋다', '난', '지', '공원', '은', '나다', '널찍하다', '느낌', '좋다']"
다른 곳보다 더 자유롭고 사람이 없는 편이라 자전거 타기에도 좋다.,1,111,"['곳', '보다', '더', '자유', '롭고', '사람', '없다', '편이', '라', '자전거', '좋다']"
주변에 월드컵 공원이나 하늘공원으로 빠져도 좋은 곳,2,111,"['주변', '월드컵', '공원', '이나', '하늘', '공원', '빠지다', '좋다', '곳']"
한적하고 넓고 께끗하고 광활하여 마음이트이고 즐거워집니다,0,112,"['한적하다', '넓다', '께끗', '하고', '광활하다', '마음', '트이다', '즐겁다', '지다']"
"고양이도 평화롭게 잠들고,^^",1,112,"['고양이', '도', '평화롭다', '잠들다', ',^^']"
매주 다양한 축제를 해서 즐거운 곳.,0,113,"['매주', '다양하다', '축제', '하다', '즐겁다', '곳']"
교통편도 나름 괜찮고 시설도 잘 되어있다 주변에 하늘공원도 있어 같이 보고 오면 더 좋을 듯 하다,1,113,"['교통', '편도', '나름', '괜찮다', '시설', '도', '자다', '되어다', '주변', '하늘', '공원', '도', '보고', '오다', '더', '좋다', '듯', '하다']"
제가 아주많이 방문을 하였습니다.,0,114,"['아주', '많이', '방문', '하다']"
"행사도하고,가수도옵니다.",1,114,"['행사', '도하', '고', '가수', '도', '오다']"
텐트를치고 쉬면 좋습니다.,2,114,"['텐트', '치고', '쉬', '면', '좋다']"
"아이들 에게는 자전거,줄넘기,원반 등등이 좋습니다.",3,114,"['에게는', '자전거', '줄넘기', '원반', '좋다']"
시간이 없어 그냥 지나치듯 왔지만 복작복작한 서울에서 지내다가 넓고 산뜻한 초록색 공원에 다녀오니 자연적으로 힐링이 되었어요.,0,115,"['없다', '그냥', '지나치다', '오다', '복작복작', '한', '서울', '지내다', '넓다', '산뜻하다', '초록색', '공원', '다녀오다', '자연', '적', '힐링', '되어다']"
다음에 아이들과 마음껏 뛰어놀다 와야겠습니다~~^^,1,115,"['마음껏', '뛰어놀다', '오다', '~~^^']"
코로나 때문에 집에만 있다가 오랜만에 날씨도 좋고해서 나들이 나왔는데 아이들이랑 자전거도타고 공놀이도하고 가족끼리 소풍나오기 넘좋아요^^,0,116,"['코로나', '때문', '집', '에만', '오랜', '만', '날씨', '도', '좋다', '고해', '서', '나들이', '나오다', '이랑', '자전거', '도', '타고', '공', '놀이', '도하', '고', '가족', '끼리', '소풍', '나오다', '넘다', '좋다', '^^']"
담주에도~~,1,116,"['담다', '~~']"
피크닉하기에 아주 좋은 장소였습니대!,0,117,"['피크닉', '하다', '아주', '좋다', '장소', '이다', '습', '니', '대다']"
돚자리 펴놓고 놀았었는데 진짜 좋았어요!,0,118,"['돚', '자리', '펴다', '놀다', '진짜', '좋다']"
우거진 나무숲도 있고 공원도 넓고 애기들 모래 놀이터도 있어서 가족나들이에 좋을 것 같다!,0,119,"['우', '거진', '나무숲', '도', '공원', '도', '넓다', '애기', '모래', '놀이터', '도', '가족', '나들이', '좋다']"
대중교통으로 교통 접근성이 떨어져서 그렇지..,1,119,"['대중교통', '교통', '접근성', '떨어지다', '그렇다', '..']"
나는 집이 멀어서 별로임,0,120,"['는', '집', '멀다', '별로', '임']"
너무 그늘이 없어서 힘들었음,0,121,"['너무', '그늘', '없다', '힘들다']"
되게 넓어서 마음이 탁 트이는 기분.,0,122,"['되게', '넓다', '마음', '탁', '트이다', '기분']"
가을에 한강변의 코스모스 정말 많고 야생(?)의 느낌이라 매우 아름답다.,1,122,"['가을', '한', '강변', '코스모스', '정말', '많다', '야생', '(?)', '느낌', '이라', '매우', '아름답다']"
근데 교통편이 없어서 차 없는 사람들은 힘들듯.,2,122,"['근데', '교통', '편이', '없다', '차', '없다', '사람', '은', '힘들다']"
여유롭고 편의점 라면에 맥주하나 개꿀띠,0,123,"['여유', '롭고', '편의점', '라면', '맥주', '개꿀띠']"
날도 더운데 도서도할겸 갔는데 정말 좋았어요.,0,124,"['날', '도', '덥다', '도서', '도', '하다', '겸', '가다', '정말', '좋다']"
바람도 불고 그늘만 있으면 도서하긴 정말 좋아요~,1,124,"['바람', '도', '불', '고', '그늘', '만', '도서', '하다', '정말', '좋다']"
담에 또 가려고요.,2,124,"['담', '가다']"
할리스에서 주최하는 공연보러,0,125,"['할리스', '주최', '하다', '공연', '보다']"
야구하기 딱 좋은 곳이다.,0,126,"['야구', '하다', '좋다', '곳', '이다']"
좋네요~~,0,127,"['좋다', '~~']"
돗자리펴고 굿뜨,1,127,"['돗자리', '펴다', '굿', '뜨다']"
2021 마지막 벚꽃^.~,0,128,"['2021', '마지막', '벚꽃', '^.~']"
지금아주 파릇파릇합니다,0,129,"['지금', '아주', '파릇파릇하다']"
최고에요,1,129,"['최고', '에요']"
윌드컵대교 건설 현장,0,130,"['윌드', '컵', '대교', '건설', '현장']"
페스티벌 많이 여는 곳!,0,131,"['페스티벌', '많이', '는', '곳']"
페스티벌때문에 갔는데 좋았으나 장소가 협소하다..,0,132,"['페스티벌', '때문', '가다', '좋다', '장소', '협소하', '다', '..']"
"서울의 생명을 탄생 시키는 곳~ 늘 그렇지만..... 난, 저 예쁜 한강을 볼적마다 지금은 다른 별에 가 계실...",0,133,"['서울', '생명', '탄생', '곳', '늘', '.....', '난', '예쁘다', '한강', '볼', '적', '마다', '지금', '은', '별', '가다', '계시다']"
보고싶기만한 엄마가 생각난다.....,1,133,"['보다', '기만', '한', '엄마', '생각나다', '.....']"
아니...그냥 보고 있노라면 어느새 눈앞이 흐려진다...,2,133,"['아니다', '그냥', '보고', '어느새다', '눈앞', '흐려지다']"
"그렁그렁한 눈으로 주위에 계신 분들 안들리게 ""엄마..."" 하고 나직히 불러본다....",3,133,"['그렁그렁', '한', '눈', '주위', '계시다', '분들', '안', '들리다', '엄마', '...""', '하다', '나직하다', '불다', '보다', '....']"
엄마라는 약하고 예쁜 여자들을 통해서 '쑤프림 비잉(Supreme Being)' 께서는~!!,4,133,"['엄마', '라는', '약하다', '예쁘다', '여자', '통해', '서', '쑤다', '프림', '비잉', 'Supreme', 'Being', "")'"", '께서는', '~!!']"
절대자님께서는~!!,5,133,"['절대자', '님', '께서는', '~!!']"
생명을 만드시는 것처럼... (한강을~! 이 지구별을~! 모든 것들을~~!!),6,133,"['생명', '만들다', '처럼', '한강', '~!', '지구별', '~!', '모든', '~~!!)']"
한강은 늘 우리 곁에서 서울의 모든 것들을 위하고 지켜준다...,7,133,"['한강', '은', '늘', '곁', '서울', '모든', '위', '하고', '지키다', '주다']"
한강이여~!,8,133,"['한강', '이여', '~!']"
땡큐유~ 고맙쯤당~♥️,9,133,"['땡큐', '유', '고맙다', '쯤', '당', '♥️']"
피톤치드를 즐길 수 있늑 곳,0,134,"['피톤치드', '즐기다', '수', '있늑', '곳']"
코로나 기간동안의 답답함이 좀 풀리네요,0,135,"['코로나', '기간', '답답하다', '풀리다']"
난지 한강공원에서 행주산성 방향 1km,0,136,"['난', '지', '한강', '공원', '행주산성', '방향', 'km']"
난지한강공원은 서울의 서쪽에 위치한 공원 중 가장 주목할만한 공원이라고 할 수 있습니다.,0,137,"['난', '지', '한강', '공원', '은', '서울', '서쪽', '위치', '한', '공원', '중', '가장', '주목할만하다', '공원', '이라고', '하다', '수']"
"한강과 함께 조화를 이루고 있는 수풀은 굉장히 아름다우며, 강변을 따라 천천히 거닐며 주변의 분위기를 느끼는 일 또한 즐거운 일입니다.",1,137,"['한강', '조화', '이루다', '수풀', '은', '굉장하다', '아름답다', '강변', '따르다', '천천히', '거닐다', '주변', '분위기', '느끼다', '즐겁다', '이다']"
"단지 난지한강공원 자체를 즐기러 가는 것도 좋지만, 그 주변에 있는 하늘공원, 서울월드컵경기장 등 다른 공원/시설들과 함께 코스에 넣어 즐긴다면 좀 더 효율적이고 알찬 경험을 할 수 있을 것입니다.",2,137,"['난', '지', '한강', '공원', '자체', '즐기다', '가다', '도', '좋다', '주변', '하늘', '공원', '서', '울', '월드컵경기', '장', '공원', '/', '시설', '코스', '넣다', '즐기다', '더', '효율', '적', '이고', '알차다', '경험', '하다', '수', '이다']"
"개인적인 팁을 적자면, 따뜻한 계절에 방문하시는 분의 경우 주변 공원을 거닐다 보면 가족이 함께 나와 피크닉을 즐기는 것을 쉽게 볼 수 있는데, 이런 따뜻한 광경을 쉽게 볼 수 있다는 점이 이 장소의 또다른 장점이라고 생각합니다.",3,137,"['개인', '적', '인', '팁', '적자', '면', '따뜻하다', '계절', '방문', '하다', '분', '경우', '주변', '공원', '거닐다', '보다', '가족', '나오다', '피크닉', '즐기다', '쉬다', '볼', '수', '이렇다', '따뜻하다', '광경', '쉬다', '볼', '수', '점', '장소', '또다른', '장점', '이라고', '생각', '하다']"
난지 한강공원이 예전과 다르게 꽃과 나무들을 방치해 두어 속상했어요.,0,138,"['난', '지', '한강', '공원', '예전', '다르다', '꽃', '나무', '방치', '하다', '두다', '속상하다']"
이사가서 자주갈 수 없어  오랜만에 들렀더니 형편없음요.,1,138,"['사가', '서', '자주', '갈다', '수', '없다', '오랜', '만', '들르다', '형편', '없다', '음', '요']"
캠핑장은 시끄럽고 고기타는 냄새로 힘들었음 ㅠㅠ,2,138,"['캠핑장', '은', '시끄럽다', '고', '는', '냄새', '힘들다', 'ㅠㅠ']"
"탁 트인 공원, 공연 혹은 페스티벌 장소로도 쓰임",0,139,"['탁', '트이다', '공원', '공연', '페스티벌', '장소', '도', '쓰이다']"
언제나 즐거운 곳이에요.,0,140,"['언제나', '즐겁다', '곳', '이에요']"
다만 가을철 페스티벌 있을 때 차 가지고 간다면 주차대란과 교통체증에 접근조차 어렵지만~,1,140,"['가을', '철', '페스티벌', '차', '가지', '고', '간다', '면', '주차', '대란', '교통체증', '접근', '어렵다']"
서울 도심에서 놀기 너무나 좋습니다.,0,141,"['서울', '도심', '놀다', '너무나', '좋다']"
차가 있으면 더 좋겟지만 버스 등이 있어서 대중교통도 갈만합니다.,1,141,"['차갑다', '더', '좋다', '버스', '대중교통', '도', '갈다', '하다']"
성산대교~양화대교‥..,0,142,"['성산대교', '양화대교', '‥', '..']"
산책로와 자전거길이 옛날과는 다르게 잘 정비되어 있다.,1,142,"['산책로', '자전거', '길이', '옛날', '과는', '다르다', '자다', '정비', '되어다']"
강변으로 접근하기가 어렵게 되어 있는 점이 아쉽다.,2,142,"['강변', '접근', '하다', '어렵다', '되어다', '점', '아쉽다']"
넓은잔디광장.충분한나무그늘.중간주간쉴만한벤치.걷거나 자전거타기좋은도로 시민이 쉬기좋은장소잎니다,0,143,"['넓다', '잔디', '광장', '충분하다', '나무', '그늘', '중간', '주간', '쉬다', '한', '벤치', '걷다', '자전거타기', '좋다', '도로', '시민', '쉬다', '좋다', '장소', '잎', '니', '다']"
카버타기좋아요,0,144,"['카버', '좋다']"
가을 에 오면  넓은 잔디밭에서 축구,0,145,"['가을', '오다', '넓다', '잔디밭', '축구']"
"자가용으론 가기 편한데, 대중교통편은 좀 불편해요.",0,146,"['자가용', '으론', '가기', '펴다', '대중교통', '편', '은', '불편하다']"
여의도 한강공원과는 좀 다른 분위기인데 여의도보단 좀더 가족단위로 많이 오는 것 같아요.,1,146,"['여의도', '한강', '공원', '과는', '분위기', '인데', '여의도', '보단', '좀더', '가족', '단', '위로', '많이', '오다']"
상쾌하고 좋았어요,0,147,"['상쾌하다', '좋다']"
참 편안해서 자주찿는곳이기도하죠,0,148,"['차다', '편안하다', '자주', '찿', '늘다', '곳', '이기도', '하다']"
하지만 이곳에는 주인이있는듯합니다,1,148,"['곳', '에는', '주인', '하다']"
벌목?풀베는사람들이왕이죠ㅋㅋ,2,148,"['벌목', '풀', '베다', '사람', '왕', '죠', 'ㅋㅋ']"
즉 주인이죠ㅋㅋ,3,148,"['주인', '죠', 'ㅋㅋ']"
푸르른 숲,0,149,"['푸르른', '숲']"
한강 조망권이 우수 합니다.,0,150,"['한강', '조', '망', '권', '우수', '하다']"
걸어서 하늘공원까지 갈 수 있어 좋아요.,1,150,"['걸다', '하늘', '공원', '갈다', '수', '좋다']"
2022어썸뮤직페스티벌 참여하려고 방문했는데 좋았어요,0,151,"['2022', '어썸', '뮤직페스티벌', '참여', '하다', '방문', '하다', '좋다']"
"좋다,바람도 하늘도,공기도...근데 그늘이 많았으면 좋겠다 추석연휴에 주차비 다 무료던데 여기는...아쉽다",0,152,"['좋다', '바람', '도', '하늘', '도', '공기', '도', '근데', '그늘', '많다', '좋다', '추석', '연휴', '주', '차비', '다', '무료', '던데', '여기다', '아쉽다']"
쉽게 캠핑을 즐길수 있고 왠만한 부자재들은 실내 마트에서 구입가능.,0,153,"['쉬다', '캠핑', '즐기다', '왠만하다', '부자', '재', '은', '실내', '마트', '구입', '가능']"
하지만 시설이 오래되었고 너무 밀집해 있음,1,153,"['시설', '오래되다', '너무', '밀집', '하다']"
가끔 라이딩을 가는데 갈 때마다 좋아요 😀…,0,154,"['가끔', '라이딩', '가다', '갈다', '마다', '좋다', '😀']"
여름에 캠핑과 수영장을 이용할수있고 자전거도로를 따라 산책이 좋았어요,0,155,"['여름', '캠핑', '수영장', '이용', '하다', '자전거', '도로', '따르다', '산책', '좋다']"
