리뷰,rep,index,Processing
나머지는  황무지  느낌이  더해졌네요.,1,84,"['나머지', '는', '황무지', '느낌', '더하다']"
박원순의  실패작에  아까운  세금만  들어갔다는  생각입니다.,2,84,"['박원순', '실패', '작', '아깝다', '세금', '만', '들어가다', '생각', '이다']"
도시재생한다고  벽화  몇개  그린  것보다  더  나빠짐.,3,84,"['도시재생', '하다', '벽화', '몇개', '그린', '보다', '더', '나빠지다']"
"강이  보이는  것을  군데  군데  나무로  막아  버린것이  패착
새로운  시장이  좀  아셨으면  합니다.",4,84,"['강', '보이다', '군데', '군데', '나무', '막다', '버리다', '패착', '\r\n', '새롭다', '시장', '알다', '하다']"
공원은 좋은나 이곳에 있는 자전거 대여점은 신중하게 이용하시는게 좋습니다.,0,85,"['공원', '은', '좋다', '은', '곳', '자전거', '대', '점', '은', '신중하다', '이용', '하다', '좋다']"
특수자전거 (2인용 아이용 안장이나 어린이 자전거) 있다는 점 빼고는 자전거 너무 낡아서 이런걸로 장사하는게 신기할 정도입니다.,1,85,"['특수', '자전거', '인용', '용', '안장', '이나', '어린이', '자전거', '점', '빼다', '자전거', '너무', '낡다', '걸', '장사', '하다', '신기하다', '정도', '이다']"
어른이시라면 그냥 서울시 자전거 이용하세요.,2,85,"['어르다', '그냥', '서울시', '자전거', '이용', '하다']"
서비스에 비하면 너무 비싸고 좋지 않습니다,3,85,"['서비스', '비', '하다', '너무', '비싸다', '좋다', '않다']"
휴일에 가족들과 같이 오기에는 좋은 것 같아요,0,86,"['휴일', '가족', '오기', '에는', '좋다']"
"한적하고 분위기있고
북적대지 않아서 참 좋은 곳",0,87,"['한적하다', '분위기', '\r\n', '북적', '대지', '않다', '차다', '좋다', '곳']"
공사중인곳 반포가더좋음,0,88,"['공사', '중', '인', '곳', '반포', '가다', '좋다']"
C 상반된 평가를 주는 한강공원.,0,89,"['C', '상반', '되다', '평가', '주다', '한강', '공원']"
"여러 한강공원 중에서는 가장 한적하고, 반면에 관리도 다른 곳보다 안된다는 느낌이 듬.",1,89,"['여러', '한강', '공원', '중', '에서는', '가장', '한적하다', '반면', '관리', '도', '곳', '보다', '안되다', '느낌', '듬']"
"산책하기 좋고, 주차장도 무난함.",2,89,"['산책', '하다', '좋다', '주차장', '도', '무난', '함']"
걷고 쉬기 좋은 곳,0,90,"['걷다', '쉬다', '좋다', '곳']"
새로공사해서 산책로 잘조성했으나 거북선나룻터에서 동작대교방향 약100m간격으로3곳에서 악취가발생하는데 지금(동절기)은 안나는데 추위가풀리면 악취가 발생될것으로 판단됨,0,91,"['새롭다', '공', '사해', '서', '산책로', '잘', '좋다', '성하다', '거북선', '나룻', '터', '동작대교', '방향', '약', '100', 'm', '간격', '곳', '악취', '발생', '하다', '지금', '동', '절기', '은', '알다', '추위', '풀리다', '악취', '발생', '되다', '판단', '되다']"
"요즘은 너무더워 그렇지만
한강둔치가 멋진 장소예요",0,92,"['요즘', '은', '무덥다', '\r\n', '한강', '두다', '멋지다', '장소', '예요']"
"운동 산책 등등
한강에서 자연을 만끽한다는 것 서울시민의 행복중 하나죠",1,92,"['운동', '산책', '\r\n', '한강', '자연', '만끽', '한다는', '서', '울', '시민', '행복', '중', '죠']"
오랜만에 자전거..클릿 신발..,0,93,"['오랜', '만', '자전거', '..', '클릿', '신발', '..']"
너무 좋은 날씨에요..,1,93,"['너무', '좋다', '날씨', '에요', '..']"
서울 국제 불꽃축제 관람을 위해 찾았습니다.,0,94,"['서울', '국제', '불꽃', '축제', '관람', '위해', '찾다']"
63빌딩을 뒤로놓고 불꽃축제 관람하기에 아주 좋습니다.,1,94,"['63', '빌딩', '뒤', '놓다', '불꽃', '축제', '관람', '하다', '아주', '좋다']"
공원 크기에비해 화장실같은 시설물이 많이 눈에띄지않는점이 좀아쉽네요.,2,94,"['공원', '크기', '비다', '화장실', '시설', '물이', '많이', '눈', '띄다', '않다', '점', '아쉽다']"
4호선 이촌역에서 내리시면 가깝구요.,3,94,"['호선', '이촌역', '내리다', '가깝다']"
용산역은 좀 많이걸으셔야합니다.,4,94,"['용산역', '은', '많이', '걸다', '야하다']"
10월 국화가 멋지네요.,0,95,"['10월', '국화', '멋지다']"
어느 한강 공원을 가더라도 사람이 북적거리는 요즘입니다.,0,96,"['한강', '공원', '가다', '사람', '북적', '거리', '는', '요즘', '이다']"
한강 북단의 공원 중 가장 한적하고 여유로운 공원으로 추천할만 합니다.,1,96,"['한강', '북단', '공원', '중', '가장', '한적하다', '여유', '로운', '공원', '추천', '하다', '하다']"
"축구장, 게이트볼장, 자연 학습장, 공터가 있으며 4월~6월 사이에는 청보리 축제도 열리고 자연 학습장에서 금계국, 장미, 개양귀비,허브 등 예쁜 꽃들을 만날 수 있습니다.",2,96,"['축구장', '게이트볼', '장', '자연', '학습장', '공터', '4월', '6월', '사이', '에는', '청보리', '축제', '도', '열리다', '자연', '학습장', '금계', '국', '장미', '개양귀비', '허브', '예쁘다', '꽃', '만날', '수']"
인근에 공영주차장은 서너 곳 있고 주말 및 휴일에도 요금을 받고 있습니다.,3,96,"['인근', '공', '주차장', '은', '서너', '곳', '주말', '휴일', '에도', '요금', '받다']"
많은 한강공원중 어디가 사람이 적을까...,0,97,"['많다', '한강', '공원', '중', '어디가', '사람', '적다']"
고민하다가 가보게 되었다,1,97,"['고민', '하다', '가보다', '되어다']"
텐트를 치고 놀았는데 생각대로 사람도 그렇게 많지않고 뷰도 좋았다 약간의 흠이 있다면  철도가 지나가기때문에 약간 시끄러울수 있다,2,97,"['텐트', '치고', '놀다', '생각', '대로', '사람', '도', '그렇게', '많다', '않다', '뷰', '도', '좋다', '흠', '철도', '지나가다', '때문', '시끄럽다']"
마포대교에서 반포대교까지 산책 죠아♡,0,98,"['마포대교', '반포대교', '산책', '죠', '♡']"
사람도 많지 않고 여유로운 분위기.,0,99,"['사람', '도', '많다', '않다', '여유', '로운', '분위기']"
주차하기도 괜찮고 걸어서 이촌동 맛집 가도 되고...한강공원 중에 쉬기엔 젤 좋은듯.,1,99,"['주차', '하다', '괜찮다', '걸다', '이촌동', '맛집', '가도', '되다', '한강', '공원', '중', '쉬기', '엔', '젤', '좋다', '듯']"
산책로가  가장 잘되어있는  한강공원,0,100,"['산책로', '가장', '잘', '되어다', '한강', '공원']"
자전거 타기 좋아요.,0,101,"['자전거', '좋다']"
"모래로 되어있는 놀이터 있어서
한강산책중에 아기놀기는 좋을것같아요.",0,102,"['모래', '되어다', '놀이터', '\r\n', '한강', '산책', '중', '아기', '놀다', '좋다']"
주말엔 모래놀이 하는 어린이들 많아요,1,102,"['주말', '엔', '모래', '놀이', '하다', '어린이', '많다']"
예쁘고 정부에서 여러가지로 꾸미고 있습니다.,0,103,"['예쁘다', '정부', '여러가지', '꾸미다']"
사람이 적어서 더 좋네요.,1,103,"['사람', '적다', '더', '좋다']"
산책보다는 풀밭의 의자에 앉아서 쉬기 좋습니다.,2,103,"['산책', '보다는', '풀밭', '의자', '앉다', '쉬다', '좋다']"
아름다운 공원이며 옆에 콤비니언스스토아가있고 가까이에 인라인스케이트장이있어 분위기가 차분하고 한강경치가 최고!!,0,104,"['아름답다', '공원', '이며', '옆', '콤비', '니', '언스', '스토', '아가', '가까이', '인라인스케이트장', '분위기', '차분하다', '한강', '경', '치가', '최고', '!!']"
밤에 보면 무서운곳.,0,105,"['밤', '보다', '무섭다', '곳']"
한강철교에 기차까지 지나가면...,1,105,"['한강철교', '기차', '지나가다']"
다른 한강공원들에비해 사람이 적은편이라 이용하기 좋습니다 .,0,106,"['한강', '공원', '비다', '사람', '적다', '편이', '라', '이용', '하다', '좋다']"
"수영장,풋볼장, 롤라장, 식물학습원등 시설은 좋습니다.",1,106,"['수영장', '풋볼', '장', '롤라', '장', '식물', '학습원', '시설', '은', '좋다']"
여름에 그늘막 펴놓고 편히 쉬기 좋음.,0,107,"['여름', '그늘', '막', '펴다', '편하다', '쉬다', '좋다']"
다른 한강공원에 비해 가족단위가 많아 조용한 편,1,107,"['한강', '공원', '비다', '가족', '단위', '많다', '조용하다', '편']"
가족들 나들이하기 좋고 그늘막칠수있는 공간 따로 있어서 날 좋을때 놀러가기 좋음.,0,108,"['가족', '나들이', '하다', '좋다', '그늘', '막', '치다', '공간', '따로', '날', '좋다', '놀다', '가기', '좋다']"
한강 남쪽보다 덜붐벼서 더 좋음.,1,108,"['한강', '남쪽', '보다', '덜', '붐비다', '더', '좋다']"
가족들과 나들이 코스,0,109,"['가족', '나들이', '코스']"
사람들이 많이 없고 잔디가 잘되어 있어서 편해요.,0,110,"['사람', '많이', '없다', '잔디', '잘', '되어다', '편하다']"
인라인스케이트장도 잘되어 있어요.,1,110,"['인라인스케이트장', '도', '잘', '되어다']"
"현재는 한강변 호반공사로 인하여 제한이 있지만 가족단위 또는 레저를 위한 취미활동 축구, 농구, 족구, 로라스켔트, 자전거 라이딩, 텐트족, 낚시등 잘 조성되어 있습니다",0,111,"['현재', '는', '한', '강변', '호반', '공사', '인하다', '제한', '가족', '단위', '또는', '레저', '위', '한', '취미', '활동', '축구', '농구', '족구', '라스', '켔트', '자전거', '라이딩', '텐트', '족', '낚시', '자다', '조성', '되어다']"
초가을의 정취가 끝내줬습니다,0,112,"['초가을', '정취', '끝내주다']"
반려견 주인들은 배변은 치웠음 하구요,1,112,"['반려견', '주인', '은', '배변', '은', '치우다', '하다']"
본인이 먹은 음식물쓰레기 처리는 꼭 잘 하도 돌아갔음 합니다,2,112,"['본인', '먹다', '음식물', '쓰레기', '처리', '는', '꼭', '자다', '하다', '돌아가다', '하다']"
사람들이 모를 때 이 곳은 더 좋았다.,0,113,"['사람', '모르다', '곳', '은', '더', '좋다']"
불꽃축제 때는 일부 통제한다.,1,113,"['불꽃', '축제', '는', '일부', '통제', '하다']"
"주차장이 협소한 관계로 돌아가는 수 밖에...
그 외에는 항상 옳다.",2,113,"['주차장', '협소', '한', '관계', '돌아가다', '수', '밖에', '\r\n', '외', '에는', '항상', '옳다']"
반포 한강공원보다 한산하고 강아지랑 산책하기 좋습니다.,0,114,"['반포', '한강', '공원', '보다', '한산하다', '강아지', '랑', '산책', '하다', '좋다']"
뷰도 한강 북쪽에서 강남쪽 바라보니 좋네요~,1,114,"['뷰', '도', '한강', '북쪽', '강남', '쪽', '바라보다', '좋다']"
깔끔하고 산책하기좋아요,0,115,"['깔끔하다', '산책', '하다', '좋다']"
대학교 친구들과 근처 에어비엔비 예약해서 왔다가..산책했는데 야경이 너무좋고 요즘 선선한 날씨까지 어우려져 너무 좋았습니다~~~,0,116,"['대학교', '친구', '근처', '에어', '비엔비', '예약', '하다', '오다', '..', '산책', '하다', '야경', '너무', '좋다', '요즘', '선선', '한', '날씨', '어우려져', '너무', '좋다', '~~~']"
다른곳에 비하면 한산한편입니다.,0,117,"['곳', '비', '하다', '한산', '한편', '이다']"
편의점 주인아저씨가 화를 잘내서 -1점ㅋ,1,117,"['편의점', '주인', '아저씨', '화', '잘', '내다', '점', 'ㅋ']"
한강공원 중 조용해서 제일 좋아하는 곳,0,118,"['한강', '공원', '중', '조용하다', '제일', '좋아하다', '곳']"
자전거로만 지나치다가 걷기운동삼아 지나가니 평소 못보던 것들도 보이고 좋군요.,0,119,"['자전거', '로만', '지나치다', '걷기', '운동', '삼다', '지나가다', '평소', '못', '보다', '도', '보이', '고', '좋다']"
불꽃놀이를 보러 갔었는데 차가 너무 막혀 걍 도로위에 있었어요,0,120,"['불꽃놀이', '보다', '가다', '차갑다', '너무', '막히다', '걍', '도로', '위']"
자전거 한 시간에 3000원,0,121,"['자전거', '하다', '3000원']"
한강 즉석 편의점 라면,0,122,"['한강', '즉석', '편의점', '라면']"
가족들이 좋아했습니다,0,123,"['가족', '좋아하다']"
잔디밭,1,123,['잔디밭']
내 산책길... ㅎㅎ,0,124,"['내', '산책길', 'ㅎㅎ']"
이쪽은 그나마 청소가 잘되어 있는편이긴하나 그래도 너무 더럽다...,0,125,"['쪽', '은', '그나마', '청소', '잘', '되어다', '편이', '기다', '너무', '더럽다']"
조명이 더 있었으면 좋겠음.,1,125,"['조명', '더', '좋다']"
어두운곳이 많음.,2,125,"['어두운곳', '많다']"
조용히 쉬기에 제격!,0,126,"['조용하다', '쉬다', '제격']"
플로킹 행사  했습니다,0,127,"['플로', '킹', '행사', '하다']"
한가롭게 쉬기 좋은 장소입니다.,0,128,"['한가롭다', '쉬다', '좋다', '장소', '이다']"
그늘막텐트 허용구간이 따로 있으니 참고하세요.,1,128,"['그늘', '막', '텐트', '허용', '구간', '따로', '참고', '하다']"
저녁에 돈내기 싫어서  인도랑 자전거도로 막고 있는 차량가 있어서 너무 화가났는데 아무도 관리를 안하시더라구요;,0,129,"['저녁', '돈', '내기', '싫다', '인도', '랑', '자전거', '도로', '막다', '차량', '너무', '화가', '나다', '아무', '도', '관리', '안', '하다']"
주변에 물어봐도 자기 관리 아니라고 하시고 ㅋㅋ,1,129,"['주변', '물어보다', '관리', '아니다', '하다', 'ㅋㅋ']"
숲 공작품 어린이놀이터 농구장등 여러 가지가 잘 어우러져 가벼운 운동하기 좋아요,0,130,"['숲', '공', '작품', '어린이', '놀이터', '농구장', '여러', '가지', '자다', '어우러지다', '가볍다', '운동', '하다', '좋다']"
여름이 되면 낮에는 더워죽는다...,0,131,"['여름', '되다', '낮', '에는', '덥다', '죽다']"
강 주변이라고 해도 온도가 다이나믹하게 낮아지진 않으므로 저녁에 오십시오.,1,131,"['강', '주변', '이라고', '해도', '온도', '다이나믹', '하다', '낮아지다', '않다', '저녁', '오십', '시오']"
"교통이 불편한 것만 제외하고는 주말에 친구들과 놀러, 혼자 쉬러, 운동하러 아니면 강아지와 산보하기에 참 좋은 곳같아요.",0,132,"['교통', '불편하다', '만', '제외', '하고는', '주말', '친구', '놀다', '쉬다', '운동', '하다', '아니다', '강아지', '산보', '하다', '차다', '좋다', '곳']"
시원합니더.,0,133,"['시원하다', '더']"
"걷기도, 자전거 타기에도 좋습니다.",1,133,"['걷기', '도', '자전거', '좋다']"
나만의 시간을 보내기에도 좋구요.,2,133,"['만의', '보내다', '좋다']"
상대적으로 여기는 사람이 많지 않은 한강공원 자전거 타고 지나가거나 산책 삼아 걷는 사람들은 제법 있다.,0,134,"['상대', '적', '여기다', '사람', '많다', '않다', '한강', '공원', '자전거', '타고', '지나가다', '산책', '삼다', '걷다', '사람', '은', '제법']"
쉬어 있을 만한 곳이 부족해서 머물러 있는 사람이 적은 곳,1,134,"['쉬다', '만', '한', '곳', '부족하다', '머물다', '사람', '적다', '곳']"
글라이더를 날리기에 매우 적합한 포인트.,0,135,"['글라이더', '날리다', '매우', '적합하다', '포인트']"
길게 뻗어있는 언덕으로 높새바람이 쉬질 않는다.,1,135,"['길다', '뻗다', '언덕', '높새바람', '쉬다', '않다']"
커피 한잔에 강가를 바라보며 사색하기 좋고 산책하기도 넘 좋아요,0,136,"['커피', '한잔', '강가', '바라보다', '사색', '하다', '좋다', '산책', '하다', '넘다', '좋다']"
자연학습장은 어린 자녀아이들과 부담없이 가기에 최적의 장소에요.,0,137,"['자연', '학습장', '은', '어리다', '자녀', '부담', '없이', '가기', '최적', '장소', '에요']"
"깨끗하고 축구교실도 있고
장어낚시도 할수도있고
여러가지할수 있는것같애서
좋습니다",0,138,"['깨끗하다', '축구', '교실', '도', '\r\n', '장어', '낚시', '도', '하다', '\r\n', '여러가지', '하다', '애', '서', '\r\n', '좋다']"
"달리기코스로 굳굳
편의점서 먹을거 충전 가능",0,139,"['달리기', '코스', '굳다', '굳다', '\r\n', '편의점', '서', '먹다', '충전', '가능']"
새벽엔 역시 라면이지!,0,140,"['새벽', '엔', '역시', '라면', '이지']"
이곳은 다른 한강공원 대비 찾는 사람이 적어 강아지 뛰어 놀기 좋아요,0,141,"['곳', '은', '한강', '공원', '대비', '찾다', '사람', '적다', '강아지', '뛰다', '놀다', '좋다']"
경치좋구 모기많고...,0,142,"['경치', '좋다', '모기', '많다']"
경치가너무멋져요,0,143,"['경', '치가', '너무', '멋지다']"
여의도 전경과 한강 그리고 하늘과 구름이 멋진곳...,0,144,"['여의도', '전경', '한강', '하늘', '구름', '멋지다', '곳']"
답답함을 달래줄 수 있는곳,1,144,"['답답하다', '달래다', '수', '곳']"
편의시설이 잘되어있어서 산책하기 좋아요,0,145,"['편의', '시설', '잘', '되어다', '산책', '하다', '좋다']"
께긋하고  편리시설이  잘되어있씁니다,0,146,"['께', '긋다', '편리', '시설', '잘', '되어다', '쓰다']"
한강을 끼고 이런공원이 있다는 것만으로도 큰 축복이죠,0,147,"['한강', '끼', '고', '공원', '만으로도', '크다', '축복', '죠']"
많은 사람과 시설이 있으나 방문전에 무엇을 랄 것인지 사전 계획이 필요 하다,0,148,"['많다', '사람과', '시설', '방문', '전', '랄', '인지', '사전', '계획', '필요', '하다']"
"노을이 질 때 너무 아름다운 곳
빛나는 대교로 야경도 너무 예뻐요",0,149,"['노을', '질', '너무', '아름답다', '곳', '\r\n', '빛나다', '대교', '야경', '도', '너무', '예쁘다']"
겨울이면 공원주위에 눈이 소복히 쌓여 있어서 머무르기가 좋지않아요,0,150,"['겨울', '이면', '공', '원', '주위', '눈', '소복하다', '쌓이다', '머무르다', '기', '좋다', '않다']"
불꽃놀이 축제  카메라  구경,0,151,"['불꽃놀이', '축제', '카메라', '구경']"
운동 하면서  한강구경 적합,0,152,"['운동', '하다', '한강', '구경', '적합']"
한강쪽으로 공사중이고 자잔거길 옆으로 도보가 좁게 있어서 위험하기도하고 걷기에는 문제가 많아서 현재는 비추임.,0,153,"['한강', '쪽', '공사', '중', '이고', '자다', '옆', '도보', '좁다', '위험하다', '기도', '하고', '걷기', '에는', '문제', '많다', '현재', '는', '비추다', '임']"
턱걸이기구등 운동시설이 잘 갖추어 있어요,0,154,"['턱걸이', '기', '구등', '운동', '시설', '자다', '갖추다']"
조경이 잘되어있어 좋습니다.,0,155,"['조경이', '잘', '되어다', '좋다']"
산책하는 사람들 많아요~,1,155,"['산책', '하다', '사람', '많다']"
놀이터와 주차시설이 잘 되있어서 아이들이 놀기 좋습니다.,0,156,"['놀이터', '주차', '시설', '자다', '되다', '놀다', '좋다']"
이촌역에서 접근하기엔 거리가 멉니다.,0,157,"['이촌역', '접근', '하다', '거리', '멉니', '다']"
저녁에 운동하기 멋진 장소입니다.,1,157,"['저녁', '운동', '하다', '멋지다', '장소', '이다']"
베르가모앞에서 따릉이 빌려서 성수대교까지 다녀오기 아주 좋은 길,0,158,"['베르가모', '앞', '따릉', '빌리다', '성수대교', '다녀오다', '아주', '좋다', '길']"
한강라면을 먹을수 있어요,0,159,"['한강', '라면', '먹다']"
산책하기엔 더없이 좋은 곳.,0,160,"['산책', '하다', '더없이', '좋다', '곳']"
자전거만 조심하면 된다.,1,160,"['자전거', '만', '조심하다', '되다']"
원래 좋은데 미국사람들 때문에 많이 더러워요.,0,161,"['원래', '좋다', '미국', '사람', '때문', '많이', '더럽다']"
그놈들 쓰레기를 엄청 버려,1,161,"['놈', '쓰레기', '엄청', '버리다']"
우리 나라에서 !!!,2,161,"['나라', '!!!']"
강북에서 여의도지역 야경  감상에 좋은 곳입니다,0,162,"['강북', '여의도', '지역', '야경', '감상', '좋다', '곳', '이다']"
강아지산책하기너무좋음,0,163,"['강아지', '산책', '하다', '너무', '좋다']"
자연친화적 강변뷰가 어느 시간이든 사계절 모두 좋아요,0,164,"['자연', '친', '화', '적', '강변', '뷰', '이든', '사계절', '좋다']"
"한강, 야경, 갬성, 성공적.",0,165,"['한강', '야경', '개다', '성', '성공', '적']"
최고의 뷰와 컬렉션 그리고 즐거움이 가득한 시원한곳입니다.,0,166,"['최고', '뷰', '컬렉션', '즐거움', '가득하다', '시원하다', '곳', '이다']"
한강공원 중 베스트,0,167,"['한강', '공원', '중', '베스트']"
강변 산책로 조성 공사가 마무리된 듯.,0,168,"['강변', '산책로', '조성', '공사', '마무리', '되다', '듯']"
이제 미세먼지만 줄어들면 좋겠는데.,1,168,"['이제', '미세먼지', '만', '줄어들다', '좋다']"
다른 한강공원에 비해서 사람이 덜 붐빕니다.,0,169,"['한강', '공원', '비', '하다', '사람', '덜', '붐비다']"
한적한 나들이를 위한 공원입니다.,1,169,"['한적하다', '나들이', '위', '한', '공원', '이다']"
개발하긴 해야하는데 이대로의 모습도 적당히 남아있었으면.,0,170,"['개발', '하다', '하다', '대로의', '모습', '도', '적당하다', '남다']"
일몰경이  넘 아름답습니다,0,171,"['일몰', '경이', '넘다', '아름답다']"
서울에서 여유를 느낄 수 있는 몇 안도는 장소,0,172,"['서울', '여유', '느끼다', '수', '안도', '는', '장소']"
사진찍기 좋은 뷰포인트!,0,173,"['사진', '찍기', '좋다', '뷰', '포인트']"
여의도가 한눈에 들어옵니다!,1,173,"['여의도', '한눈', '들어오다']"
아주 훌륭하지요,0,174,"['아주', '훌륭하다']"
다른 한강공원에 비해 한적해서 휴식하기에 좋았습니다^^,0,175,"['한강', '공원', '비다', '한적하다', '휴식', '하다', '좋다', '^^']"
도보길이 안전하고 좋아요,0,176,"['도보', '길이', '안전하다', '좋다']"
ᆢ미세 먼지없고 청명~,1,176,"['ᆢ', '미세', '먼지', '없다', '청명']"
인라인 전용정 강추에요,0,177,"['인', '라인', '전', '용정', '강추', '에요']"
산책과 자전기 타기 잔디밭 가족 피크닉 좋아요,0,178,"['산책', '전기', '잔디밭', '가족', '피크닉', '좋다']"
쉴수 있는 공간이 많아요,0,179,"['쉬다', '공간', '많다']"
계절을 담는 곳..,0,180,"['계절', '담다', '곳', '..']"
한강이어서 그런 지 걷기도 좋고 가을 쯤에는 강가바람이 불어서 선선해요!,0,181,"['한강', '그렇다', '지다', '걷기', '도', '좋다', '가을', '쯤', '에는', '강가', '바람', '불어', '서', '선선', '하다']"
이촌동과 붙어있어서 편의시설이 제일좋은 한강공원,0,182,"['이촌동', '붙다', '편의', '시설', '제일', '좋다', '한강', '공원']"
한강변 공원 가운데 여의도 다음으로 멋진곳.,0,183,"['한', '강변', '공원', '가운데', '여의도', '멋지다', '곳']"
세번째는 반포...,1,183,"['세번', '째', '는', '반포']"
오늘은 가을 정취가 물씬 풍기네요♡♡♡,0,184,"['오늘', '은', '가을', '정취', '물씬', '풍기다', '♡♡♡']"
맞은 편의 건물들도 너무 아름답고 잘 보였습니다,0,185,"['맞다', '편의', '건물', '도', '너무', '아름답다', '자다', '보이다']"
요즘 같은 날씨에 자전거 타기 정말 좋습니다.,0,186,"['요즘', '날씨', '자전거', '정말', '좋다']"
한강철교 및에 놓여있는 북극곰은 빨리 치워야 한다,0,187,"['한강철교', '놓이다', '북극곰', '은', '빨리', '치우다', '하다']"
넓은 곳이 많아 공차기가 좋네요,0,188,"['넓다', '곳', '많다', '공', '차기', '좋다']"
지금은 공사중이라 그런지 아쉬웠는데 다음에 오면 만족할 만한 뷰,0,189,"['지금', '은', '공사', '중', '이라', '그렇다', '아쉽다', '오다', '만족하다', '만', '한', '뷰']"
다른 한강공원보다 쾌적해서 행사하기 좋아보여요.,0,190,"['한강', '공원', '보다', '쾌적하다', '행사', '하다', '좋다', '보이다']"
항상 좋아,0,191,"['항상', '좋다']"
산책하기 좋은.,0,192,"['산책', '하다', '좋다']"
나무그늘이 적어요,1,192,"['나무', '그늘', '적다']"
놀이터가 신나요,0,193,"['놀이터', '신나요']"
맑고 푸른 하늘 아래 우리의 한강을 조망하며 휴식을.....,0,194,"['맑다', '푸른', '하늘', '아래', '한강', '조', '망하다', '휴식', '.....']"
라이딩했어요,0,195,"['라이딩', '하다']"
최고의 산책코스,0,196,"['최고', '산책', '코스']"
도시에서는 가장 중요한 것이 호흡 하술있는그곳,0,197,"['도시', '에서는', '가장', '중요하다', '호흡', '술', '곳']"
흡연구역도 있음,0,198,"['흡연', '구역', '도']"
산책길로는 최고지요,0,199,"['산책길', '로는', '최고', '지', '요']"
그냥 한강공원 아이들 데리고와서 그늘막치고 아예 살림차린듯한 사람들 보면 인상찌뿌려짐.,0,200,"['그냥', '한강', '공원', '데리', '고', '오다', '그늘', '막', '치고', '아예', '살림', '차리다', '한', '사람', '보다', '인상', '찌', '뿌리다', '짐']"
편의점의 불친절,0,201,"['편의점', '불친절']"
자전거타고 갔는데 너어무 좋음,0,202,"['자전거', '타고', '가다', '무', '좋다']"
산책하기 좋아요,0,203,"['산책', '하다', '좋다']"
불꽃축제 명당,1,203,"['불꽃', '축제', '명당']"
저녁에 강 바람에 걷기에 굳,0,204,"['저녁', '강', '바람', '걷기', '굳다']"
한국 최고의 공간,0,205,"['한국', '최고', '공간']"
시민공원으로 휴식하기 좋은 장소,0,206,"['시', '민공', '원', '휴식', '하다', '좋다', '장소']"
편의시설이 약간 부족하네요,0,207,"['편의', '시설', '부족하다']"
새로 단장해서 산책하기 좋아요,0,208,"['새롭다', '단장', '하다', '산책', '하다', '좋다']"
코로나로 갑갑한 집안에만 있지 말고 시원한 강가에 나와보시죠.,0,209,"['코로나', '갑갑하다', '집안', '에만', '말고', '시원하다', '강가', '나오다', '보시', '죠']"
엄청 좋아요,0,210,"['엄청', '좋다']"
넓고 탁 트여있습니다,1,210,"['넓다', '탁', '트이다']"
한강 여의도 뷰를 한눈에 볼수있는 곳,0,211,"['한강', '여의도', '뷰', '한눈', '보다', '곳']"
여름엔 더움.,0,212,"['여름', '엔', '더움']"
시원한데서 경치구경하면 좋을듯,1,212,"['시원하다', '경치', '구경', '면', '좋다']"
산책코스가 잘 정비되어 있음,0,213,"['산책', '코스', '자다', '정비', '되어다']"
시민들이이곳에서자유롭게이용할수있는곳,0,214,"['시민', '곳', '자유롭다', '게이', '용하다', '곳']"
날짜  확인 필수,0,215,"['날짜', '확인', '필수']"
가깝고 좋네요.,0,216,"['가깝다', '좋다']"
자전거타고 매번 감,1,216,"['자전거', '타고', '감']"
아주 좋은것 까지는 아니지만 그런데로 좋습니다.,0,217,"['아주', '좋다', '까지는', '아니다', '그런', '데', '좋다']"
"주차시설, 생태학습장, 고수부지시설 최고!!!",0,218,"['주차', '시설', '생태', '학습장', '고수부지', '시설', '최고', '!!!']"
라이딩중 휴식하기 좋은지점 입니다,0,219,"['라이딩', '중', '휴식', '하다', '좋다', '지점', '이다']"
여관,0,220,['여관']
입출구가 불편하고 주차장도 너무 협소해서 불편한점이 많았다,0,221,"['입출', '구가', '불편하다', '주차장', '도', '너무', '협소해', '서', '불편하다', '점', '많다']"
한강공원중에 이촌을 제일 좋아해요.,0,222,"['한강', '공원', '중', '이촌', '제일', '좋아하다']"
루어낚시,0,223,['루어낚시']
불꽃축제 명당,0,224,"['불꽃', '축제', '명당']"
여기는 일주일에한두번은 지나가지요.,0,225,"['여기다', '일주일', '한두', '번은', '지나가다']"
짚라인도있어요.,1,225,"['짚라인', '도']"
핑크 펭귄을 구경하세요.,0,226,"['핑크', '펭귄', '구경', '하다']"
붐비지 않고 관리잘된 아름다운 한강공원,0,227,"['붐비다', '않다', '관리', '잘', '되다', '아름답다', '한강', '공원']"
도시의 작은 시골향취가 느껴지는 곳이네요.,0,228,"['도시', '작다', '시골향취', '느껴지다', '곳', '이네', '요']"
한강과 공원이 잘 어울리는곳이라,0,229,"['한강', '공원', '자다', '어울리다', '곳', '이라']"
자전거타기 좋아요ㅎㅎ,0,230,"['자전거타기', '좋다', 'ㅎㅎ']"
펼쳐진 풍경이 예쁩니다,1,230,"['펼쳐지다', '풍경', '예쁘다']"
사람많이없는 경관좋은곳,0,231,"['사람', '많이', '없다', '경관', '좋다', '곳']"
지금 공사중,0,232,"['지금', '공사', '중']"
좋은 쉼터.,0,233,"['좋다', '쉬다', '터']"
아아들과 함께라면 최고,1,233,"['아아', '하다', '최고']"
요즘 날씨에 좋아요,0,234,"['요즘', '날씨', '좋다']"
ᆢ백만불,1,234,"['ᆢ', '백만불']"
